Eng,Chi
Sarah Lee,Sarah Lee
Edwina Lau,Edwina Lau
Betty Yan,Betty Yan
Davina Ho,Davina Ho
Agna Chan,陳希明
Althea Yau,邱悅華
Athena Wu,胡纓曈
Betty Yan,甄艷芳
Carol Ma,馬嘉璐
Clarice Wong,黃嘉莉
Davina Ho,何慧恩
Edwina Lau,劉祉圻
Gabriella Tse,謝樂詩
Jade Wong,黃硏芝
Janice Li,李銘慧
Joyce Ho,何葦炘
Kenneth Hui,許爾堅
Mirium Kwok,郭心安
Mabel Wan,尹美寶
Olga Kwan,關同心
Rachel Leung,梁國嫻
Sarach Lee,李蒨怡
Venice Fam,樊梓晴
Winky Liu,廖穎淇
Sarah Lee,李蒨怡
Venice Fan,樊梓晴
Kwok Hang Kei,郭亨基
Fighting Against Mt. Tai Hang (Erhu Tutti),大戰太行山 (二胡齊奏
Tang Liangxing,湯良興
Yu Liangmo,俞良模
Jessie Hou,霍世潔
Wong Chi Chung,王志聰
A Deep Night (Drum & Jianghu),夜深沉 (鼓與京胡
Hunt,Hunt
K458,K458
Born Lau,劉子正
Krzysztof Penderecki,彭德雷茨基
Duo Concertante for Violin & Double Bass (2010,二重協奏曲 (2010
György Kurtág,庫爾塔克
Signs,《符號
Games and Messages (1961-2005),遊戲及信息》 (1961-2005)
Khachaturian,哈察圓良
Gayane,《加雅涅》
Brian Tse,謝立文
Alice Mak,麥家碧
Slavonic Dances in A-flat,降A大調斯拉夫舞曲 ，作品46之3
Humoresque,《幽默曲》 ， 作品101之7 (舒密特編)
大得勝 (山西民間吹打樂,大得勝 (山西民間吹打樂
張式業編曲),張式業編曲)
周煜國,周煜國
雷光耀,雷光耀
Benjamin Chan,Benjamin Chan
Mandy Chan,Mandy Chan
"8 Variations on the theme from Herold's ""Marie"" D.908","8 Variations on the theme from Herold's ""Marie"" D.908"
Viotti,Viotti
Eliseu Silva,伊利沙．席爾瓦
Dorinda Ma,馬笑玲
Kiana Chan,陳澄慧
Chen Hong-ze,陳竑澤
Chun Aster Yuk Kiu,秦旭僑
Alison Iu,姚澤慈
Vera Kong,江寶妍
Jolin Lam,林由琳
Schubert,Franz Schubert
Wilson Waisai Ng,吳懷世
Clarinet Quintet,Clarinet Quintet
Macy Yau,Macy Yau
Phoebe Ng,Phoebe Ng
String Quartet,String Quartet
Jen Lui Ka Ki,呂嘉琪
Ezekiel 37 Chayah!,以西結書37章 Chayah! 甦！
Grace Yu,余頌恩
Louise Tsui,徐穎彤
BWV 1001,BWV 1001
Franky Leung,梁文尊
Andrew Liu,廖啟賢
Bethanie Liu,廖雅賢
Cecilia Tsang,曾如欣
Chow Lai Kuen,鄒勵娟
Mok Wai Leung,莫偉樑
四季調 (首演),四季調 (首演)
Sascia Pellegrin,沙夏．佩里格尼
龍星群 (六重奏),龍星群 (六重奏)
Tragic Overture,悲劇序曲，作品81
Vassily Sinaisky,瓦西里．辛奈斯基
Hong Kong Conservatory of Music,香港音樂教育學院
梁山伯與祝英台 (小提琴協奏曲),梁山伯與祝英台 (小提琴協奏曲)
Suli Xue,薛蘇里
Ana Filomena Silva,安娜．菲洛梅娜．席爾瓦
黃河 (鋼琴協奏曲,黃河 (鋼琴協奏曲
選段),選段)
Yau Siu Pun,邱少彬
Requiem,安魂曲，作品 5
Dominique Moralez,多米尼克 · 莫拉雷斯
Vassily Sinaisky,瓦西里 · 辛奈斯基
Claude Debussy,德彪西
Agnes Chan,陳敏儀
Clarence Lam,林詩雋
Images,映像
Book 2,第二集
劉泳彤,劉泳彤
陳臻怡,陳臻怡
紀欣彤,紀欣彤
紀昭兒,紀昭兒
歌舞引 (琵琶齊奏),歌舞引 (琵琶齊奏)
Judy Loman,Judy Loman
Johan de Meij,約瀚．米治
Extreme Make-over,終極蜕變
Ocean Yue,余浩洋
Claude Smith,克勞德．史密夫
Hong Kong Youth Wind Philharmonia,
Festival Variations,節慶變奏曲
劉文金,劉文金
Wang Ying,王穎
長城隨想,長城隨想
Jiang Yang,江洋
Wu Rupert,胡栢端
草原小姐妹,草原小姐妹
Francesco Tristano,弗朗切斯科．特里斯佳諾
Così fan tutte,《女人皆如此》
Li Xin Cao,李心草
David Li Wei,李衛
Louise Kwong (Fiordiligi),鄺勵齡 （費奧迪麗姬）
Samantha Chong (Dorabella),張吟晶 （朵拉貝拉）
Sammy Chien (Guglielmo),錢深銘 （古烈爾摩）
Chen Yong (Ferrando),陳永 （費蘭度）
Joyce Wong (Despina),黃華裳 （迪絲賓娜）
Apollo Wong (Don Alfonso),黃日珩 （阿方索）
曾加慶,曾加慶
嚴健民,
快樂的小樂隊 (合奏),快樂的小樂隊 (合奏)
黃嘉禧,
黃嘉祿,
汪讓德,
陳淑貞,
月光光 (合奏,月光光 (合奏
編曲,編曲
何蘊姿,
陳穎怡,
陳樂怡,
郁虹,
黃柏燊,
平湖秋月 (合奏,平湖秋月 (合奏
編配,編配
陳子匡,
羅卓如,
戰馬奔騰 (二胡齊奏),戰馬奔騰 (二胡齊奏)
陳韻妍,
牛奕霖,
雙聲恨 (笛子獨奏,雙聲恨 (笛子獨奏
鄉吟 (六重奏),鄉吟 (六重奏)
Kelvin Ngai Lung Shing,魏龍勝
Jupiter (from The Planets),行星組曲
Modest Mussorgsky,Modest Mussorgsky
Angle Poon,Angle Poon
Dorabelle Chan,Dorabelle Chan
Kaitlyn Ngai,Kaitlyn Ngai
Lestrella Lam,Lestrella Lam
Andrew Luo,Andrew Luo
Anitra's Dance (from Peer Gynt),Anitra's Dance (from Peer Gynt)
Elizabeth Hainen,希倫
Chenchu Rong,榮晨初
Zeyu Victor Li,李澤宇
Nu Shu,《女書》(影像播放)
Sin Chi Wai,冼志偉
Mical Leung,梁俊豪
Jenny Chan,陳寶寧
Anita Kong,康明芝
Ling Ling Cheung,張翎翎
Marie Poon,潘樂敏
Shu Hei Wong,黃舒希
Steve Yan,殷翔
Dvořák,德弗扎克
Marjan Mozetich,Marjan Mozetich
蘇諾諾,蘇諾諾
II (鋼琴獨奏),II (鋼琴獨奏)
陳柏羚,陳柏羚
劉瑋霖,劉瑋霖
羅子程,羅子程
謝柏恩,謝柏恩
陳雅雯,陳雅雯
泊如 (弦樂二重奏),泊如 (弦樂二重奏)
魏福隆,魏福隆
龍君蔚,龍君蔚
不知道 (弦樂三重奏),不知道 (弦樂三重奏)
陳昭蓉,陳昭蓉
梁美妹,梁美妹
梁金鳳,梁金鳳
Wong Sze Ming Janice,王思明
茉莉花,茉莉花
The Mirror,鏡子樂隊
Channy Stage Arts Workshop,春蕾舞台藝術工作坊
三寸天堂,三寸天堂
Cecilia McDowall,Cecilia McDowall
Magnificat (Asia Première),Magnificat (Asia Première)
Law Tsz Ying Joyce,Law Tsz Ying Joyce
Robert Ray,Robert Ray
Magnificat,Magnificat
Play吧！ (高,Play吧！ (高
中,中
低音琵琶五重奏,低音琵琶五重奏
張瑩編曲),張瑩編曲)
12 Variations in G Major on French Song“La bergere Celimene”,12 Variations in G Major on French Song“La bergere Celimene”
馮郁強,馮郁強
呂姍,呂姍
恨綿綿,恨綿綿
A Beautiful Night (Erhu Ensemble,良宵(二胡合奏．鋼琴伴奏)
Grace Koga,古賀詩瑜
Moonlit Night (Erhu Solo,月夜(二胡獨奏．鋼琴伴奏)
Graham Jones,Graham Jones
Zhou Xuan,周旋
Flowers in the Mist,花非花 (黃友棣改編)
劉雪庵,劉雪庵
The Red Bean Song,紅豆詞 (黃友棣改編)
June Rippon,聶延加
Sam Khan,簡可怡
Adagio and Fuga,慢板與賦格曲
Wat Chun Pong,屈振邦
Four Sea Interludes (from Peter Grimes),Four Sea Interludes (from Peter Grimes)
Alexander Chen,陳俊堯
A Sea Symphony,A Sea Symphony
Ponte Orchestra,Ponte Orchestra
Ponte Singers,Ponte Singers
Berio,Berio
James Leung,James Leung
Sequenza XII,Sequenza XII
Lorelei Dowling,Lorelei Dowling
Ob.session,Ob.session
Susan Chan,陳小艿
BWV 147,BWV 147
Wilhelm Kempff),Wilhelm Kempff)
Colin Carr,Colin Carr
BWV1009,BWV1009
Cellistra,Cellistra
Nelson Freire,尼爾遜．弗萊
K. 331,
Erwin Schulhoff,舒洛夫
Maciej Małecki,馬維斯基
Polish Suite (2007),波蘭組曲 (2007)
Filip Jaślar,費利普．雅施拉
Michał Sikorski,米哈．施科爾斯基
Paweł Kowaluk,巴維爾．科瓦魯克
Bolesław Błaszczyk,波萊克．布瓦殊切克
J. Strauss,施特勞斯
David Wong,黃俊民
Auf der Schonen Blauen Donau,藍色多瑙河
Addison Yip,葉展澄
London Symphony,倫敦交響曲
Chen Chiu Yuan,Chen Chiu Yuan
Trio in B-flat,Trio in B-flat
Suite Bergamasque (Clair de Lune),Suite Bergamasque (Clair de Lune)
Ruy Blas Overture,《瑞．布拉斯》序曲，作品95
Ben Kim,金鎮秀
Kemuel Wong,黃國豐
BWV1043,
Cantata Ein feste Burg ist unser Gott (A Mighty Fortress is Our God),清唱劇《堅固保障》，BWV八○
BWV80,
Magnificat,尊主頌，BWV二四三
BWV243,
Zeu Kwan,Zeu Kwan
Lindsay Tang,Lindsay Tang
Kristy Lo,Kristy Lo
Lorraine Tang,Lorraine Tang
Gwyneth Suen,Gwyneth Suen
Derrick Wong,Derrick Wong
Mia Pao,Mia Pao
Ashley Wang,Ashley Wang
Zen Kwan,Zen Kwan
James Jin,James Jin
Clarice Chan,Clarice Chan
Connie Cai,Connie Cai
Cheryl Kwok,Cheryl Kwok
Cheng Foo,Cheng Foo
Cassia Cai,Cassia Cai
Rebecca Li,Rebecca Li
Marcus Foo,Marcus Foo
German Dance in D,German Dance in D
Kelvin Wong,Kelvin Wong
Kabelevsky,Kabelevsky
Alvin Chan Ming Chak,陳銘澤
Christa-Maria Stangorra,Christa-Maria Stangorra
Cheuk Ching Tse,謝卓靜
The Marriage of Figaro (Overture),費加洛的婚禮 (序曲)
普天頌讚選曲改編中樂四重奏 (馮郁強改編),普天頌讚選曲改編中樂四重奏 (馮郁強改編)
梁鈞傑,梁鈞傑
豫北敍事曲 (二胡獨奏),豫北敍事曲 (二胡獨奏)
黃薛潞,黃薛潞
彭偉倫,彭偉倫
牧民新歌 (笛子獨奏),牧民新歌 (笛子獨奏)
Van McCoy,Van McCoy
Kelvin Ngaim,魏龍勝
Ng Chie Shing,吳朝勝
African Symphony (arr.Naohiro Jwai),African Symphony (arr.Naohiro Jwai)
John Sit,薛子豪
蘇文慶,蘇文慶
風獅爺傳奇,風獅爺傳奇
趕街,趕街
黃偉明,黃偉明
夜深沉,夜深沉
洱海情,洱海情
楊輝榮,楊輝榮
張子聰,張子聰
鳥投林,鳥投林
Yan Yuen Hing Simon,游元慶
ァソサソブル,ァソサソブル
Lee Siu Lam Homer,李少霖
Shum Hing Cheung,Shum Hing Cheung
Leung Yat For Samuel,Leung Yat For Samuel
Cheng Hong Yip Jack,Cheng Hong Yip Jack
Sleepers,Sleepers
Wake (Arr. Bill Holcombe Jr.),Wake (Arr. Bill Holcombe Jr.)
Oskar Geier,Oskar Geier
Tannhäuser (Freudig Begrüssen),《唐懷瑟》 (序曲)
Chiara Angella,基雅娜．安潔娜
Davide Piaggio,戴維德．皮雅喬
Tosca (Te Deum),《托斯卡》 (謝恩讚美歌)
Cheung Man Yui Kitty,張文蕊
D929,D929
Park Si Won,朴詩媛
Helen Cha (Guest performer),查海倫（客席演出）
Li Yi,李乙
Stella Cha,陳㬢彤
Shi Ba Ban (1953,十八板 (1953
for Sianxian),三弦獨奏)
Bell,
Bou Kwan Ying,包珺櫻
Wong Lo Yin,黃露妍
Wong Sit Lo,黃薜露
Vicinity (2015,咫尺 (2015
for Pipa and String Quartet),為琵琶及弦樂四重奏而作)
Pieter Wispelwey,威斯帕維
Jonathan Weigle (Guest performer),衛家俊（客席演出）
“Souvenir de Florence”,
Violin Concerto in D,D大調小提琴協奏曲，作品三十五
Itamar Zorman,伊塔瑪．索曼
Wang Ayweni,王愛雯
Edouard Lalo,Edouard Lalo
Martain Lee,李志權
Ode to Peace (Chorus and Orchestra),和平頌 (合唱與樂隊)
A Paean to Peace (Chorus and Orchestra,和平禮讚 (合唱與樂隊
World Premiere),世界首演)
Ma Jinquan,馬金泉
Wong Chi-chuen,黃賜全
Owen Wong,黃華豐
The Yellow River Cantata (Mixed Chorus,黃河大合唱 (大合唱
Arr. and orch. by Yan Huichang),閻惠昌編配)
Zhan Cong,詹聰
Steve Hui (Nerve),Steve Hui (Nerve)
Chi-shing Leung,梁志承
David Lang,David Lang
Euna Kim,金思娥
Selena Choi,蔡芷穎
Press Release (1992),Press Release (1992)
Julia Wolfe,Julia Wolfe
Early That Summer (1993),Early That Summer (1993)
Linda Yim,嚴翠珠
Chong Kee Yong,Chong Kee Yong
Karina Yau,尤美盈
Gip Chan,陳永業
Music for JIMI (2013),Music for JIMI (2013)
Li Jing,Li Jing
Reynaldo Hahn,Reynaldo Hahn
"Overture to ""Candide"" (arr. Walter Beeler)","Overture to ""Candide"" (arr. Walter Beeler)"
Concerto in D for String Orchestra,D大調弦樂協奏曲
Variations on Sin Shui Ling (Orchestra,變體新水令 (合奏
Arr. Huang Xiaofei),黃曉飛編)
Jin Wei,金偉
Gao Yang,高揚
Yin Yuwen,印玉文
Song of a Promising Future (Orchestra,光明行 (合奏
Arr. Peng Xiuwen),彭修文編)
Liu Yuxi,劉育熙
Meditation during Confinement in Sickness (Erhu and Orchestra,病中吟 (二胡與樂隊
Arr. Qu Chunquan),瞿春泉編)
蔡群慧,蔡群慧
陳燕,陳燕
飛雲,馬飛雲
馬飛雲,馬飛雲
漁陽鼙鼓動地來,漁陽鼙鼓動地來
夏飛雲教授,夏飛雲教授
郭健明,郭健明
劉捷,劉捷
慶典序曲 (合奏),慶典序曲 (合奏)
左翼偉,左翼偉
胡靜慮,胡靜慮
東海漁歌 (合奏),東海漁歌 (合奏)
戴盛華,戴盛華
飛天 (合奏),飛天 (合奏)
閰晉龍,閻晉龍
十面埋伏 (合奏),十面埋伏 (合奏)
Gloria Sheung,商玥怡
鍾曉瑩,鍾曉瑩
楊帆,楊帆
區雋樂,區雋樂
黃偉文,黃偉文
Simon Over,西門奧法
Overture from “The Marriage of Figaro”,《費加洛的婚禮》序曲
Huang Mengla,黃蒙拉
"""Spring""",
Xue Yingjia,薜穎佳
Alan Harniess,Alan Harniess
Three Episodes (Brass Quintet),Three Episodes (Brass Quintet)
Lee Kam Hin Alvin,Lee Kam Hin Alvin
Chan Ka Man Cheryl,Chan Ka Man Cheryl
Tam Wai Lung Alan,Tam Wai Lung Alan
Sun Xijun Rainbow,Sun Xijun Rainbow
Yu Wai Yin Rex,Yu Wai Yin Rex
Sin Chor Kiu Dorothy,Sin Chor Kiu Dorothy
Chan Kin Sing Kinson,Chan Kin Sing Kinson
Yeung Shing Yau Tommy,Yeung Shing Yau Tommy
Tam Wai Lun Alan,Tam Wai Lun Alan
Fantasy for Trombone,Fantasy for Trombone
Wong Pak Wai Rudy,Wong Pak Wai Rudy
Law Wai Lok Rossano,Law Wai Lok Rossano
Tang Tin Pui Howard,Tang Tin Pui Howard
Chan Sin Vincci,Chan Sin Vincci
Chua Alvin,Chua Alvin
Tam Chun Him Charles,Tam Chun Him Charles
Johannes Brahams,Johannes Brahams
Mei Liu,劉媚
Rachel Jiemin Zhang,張潔敏
Mazeppa,《馬采巴》
Niu Niu,牛牛
Evelyn Chang,Evelyn Chang
Ferdinand Carulli,Ferdinand Carulli
Rondo in D,Rondo in D
陳國超，譚聰,陳國超，譚聰
Andrew York,Andrew York
L. Brouwer,布勞威爾
鄭詠欣,鄭詠欣
廖欣洳,廖欣洳
馮麗琳,馮麗琳
"""Legend of Phoenix"" Symphonic Poem (World Premiere)",《鳯凰傳奇》交響詩 (世界首演)
Rhapsody on a Theme of Paganini,帕格尼尼主題狂想曲作品43
Konstantin Lifschitz,列夫席茲
The Art of Fugue,賦格的藝術
F. Couperin,庫普蘭
Jean-Philippe Merckaert,尚—菲臘．麥格知
Offertoire sur les grands jeux (from Messe pour les couvents),奉獻詠大奏 (選自《修道院彌撒》)
Fanfare for the Common Man (arr. Robert Longfield),Fanfare for the Common Man (arr. Robert Longfield)
Pak-Hin Yip,Pak-Hin Yip
Chun-Hei Chen,Chun-Hei Chen
Hiu-Tung Yip,Hiu-Tung Yip
Jason Tam,Jason Tam
Tin-Cheuk Chan,Tin-Cheuk Chan
Yuen-Yi Chan,Yuen-Yi Chan
Justin Leung,Justin Leung
Hob XVI,Hob XVI
Violin Sonata,小提琴奏鳴曲
FP 119,
Michael Mak,麥柱基
得勝令 (合奏,得勝令 (合奏
李助炘編配),李助炘編配)
李助炘^李助炘,李助炘^李助炘
Chan Pik-sum,陳壁沁
琴詩 (高胡與樂隊),琴詩 (高胡與樂隊)
Kwok ka-ying,郭嘉瑩
王粵生^李助炘,王粵生^李助炘
絲絲淚，三曡愁 (椰胡與樂隊,絲絲淚，三曡愁 (椰胡與樂隊
流雲 (揚琴與樂隊,流雲 (揚琴與樂隊
李助炘配器),李助炘配器)
李助炘,李助炘
Terry Chan,陳石輝
The Marriage of Figaro Overture,費加羅的婚禮序曲
Jonathan Yeung,楊珈灝
Hong Kong Youth SinFonica,Hong Kong Youth SinFonica
Akito Matsuda,松田彬人
Gordon Yip,葉乃堅
Divertimenti in Bb Major,Divertimenti in Bb Major
Ludwig Thuille,Ludwig Thuille
Yap Man Shan,葉敏珊
Sextet,Sextet
Laudate Dominum (from 〈Vesperae solennes de confessore〉),讚美上主 (from 〈Vesperae solennes de confessore〉)
Oscar Rasbach,Oscar Rasbach
Catherine Tse,謝競恩
Johnny Chan,陳亦俊
Trees,樹
Arthur Mak,麥譯丰
Ave Maria,聖母瑪利亞
Cecil Leong,梁思豪
Natalie Leong,梁嘉欣
Alistair Leong,梁俊仁
Emily Liu,劉韵
Prelude,前奏曲，作品28號
Vivien Leong,梁慧文
Adrian Walter,華道賢教授
Paraphrase de concert sur Rigoletto,弄臣模擬曲
Sharon Choa,蔡敏德博士
The Ride of the Valkyries,女武神的飛行
Da-Kai-Men,大開門，小開門(嗩吶領奏
Xiao-Kai-Men (Suona solo,粵劇曲牌
Collated by Lo Wai-leung),
Ho Chee Kong,何志光
Yong Siew Toh Conservatory of Music,楊秀桃音樂學院
Empyrean Lights (World Premiere),《霄上之光》 (全球首演)
Beethoven ^Ludwig van Beethoven,貝多芬^Ludwig van Beethoven
Li Churen,李楚人
Sibelius^Jean Sibelius,西貝流士^Jean Sibelius
Autumn Yearning by the Dresser (Zheng & Bass Bamboo Dizi Duet,妝台秋思 (古箏與低音大笛合奏
Zeng Baoxin,曾宝心
Dipsomania (Zhongruan Solo,酒狂 (中阮獨奏
Ancient Melody,古曲
Arr. Liu Xing),劉星改編)
Yan Dao-yuan,演道遠
Tung Tsz-chin,董芷菁
Wu Yu-xia,吳玉霞
Francisco Tárrega,Francisco Tárrega
The Hong Kong Polytechnic University,The Hong Kong Polytechnic University
Recuerdos de la Alhambra,Recuerdos de la Alhambra
Riccardo Tamai,Riccardo Tamai
Clara Tsang Fung,曾鳳
Lui Ming Fai,雷明輝
Nikolai Myaskovsky,米亞斯科夫斯基
Dr. Zhang Jiao,張佼博士
Cheung Kai Ming,Cheung Kai Ming
Gerald Finzi,芬濟
My Spirit Sang All Day,我靈無時無刻歌頌祢
Surrealistic Reflections (World premiere),離地的倒影 (世界首演)
Erik T. Tawastatjerna,艾瑞克塔瓦沙納
Rong Qin,秦蓉
Poet and Peasant Overture,Poet and Peasant Overture
Alexander Scriabin,史克里亞賓
Nancy Loo,羅乃新，納塔利亞．托卡，黃家正，黃歷琛
KaJeng Wong,
Alexander Wong,
2 Poème,兩首音詩，作品三十二
Pablo de Sarasate,Pablo de Sarasate
Jonathan Yuan,袁士遵，譚允靜，黃沛盈
Hannah Tam,
Pui Ying Wong,
Introduction and Tarantella,Introduction and Tarantella
Yao Jue Music Academy,姚珏天才音樂學院
Twinkle Twinkle Little Star (Folk Song),Twinkle Twinkle Little Star (Folk Song)
Chloe Tam,Chloe Tam
Marcus Fung,Marcus Fung
Sharon Chu,Sharon Chu
Edward Lau,Edward Lau
Lucas Kwok,Lucas Kwok
Nathan Tsang,Nathan Tsang
Kitty Lee,Kitty Lee
Lorraine Chan,Lorraine Chan
Bess Pang,Bess Pang
Zi Jun Li,Zi Jun Li
Lssac Tse,Lssac Tse
Holger Wong,Holger Wong
Samantha Rim,Samantha Rim
Alex Lee,Alex Lee
Lynn Tokoyoda,Lynn Tokoyoda
Orianne Founier,Orianne Founier
Gavotte in D,Gavotte in D
Ho Hin Chan,Ho Hin Chan
Jean Dubé,杜比
Chapelle de Guillaume Tell,巡禮之年《瑞士》之威廉教堂
Li Qin,李勤
Zhang Dandan,張旦丹
Let Us Toast,讓我們舉杯
Andrea Mak,Andrea Mak
Coco Lam,Coco Lam
Elsie Kerr,Elsie Kerr
Jade Ki,Jade Ki
Daisy Law,Daisy Law
Charlotte Lam,Charlotte Lam
Rachel Ng,Rachel Ng
Mona Wong,Mona Wong
Deborah Kwong,Deborah Kwong
Gina Ng,Gina Ng
Amanda Leung,Amanda Leung
Katherine Chan,Katherine Chan
Cloris Chin,Cloris Chin
Mimi Hon,Mimi Hon
Klare Ng,Klare Ng
Cherry Wong,Cherry Wong
Nicole Chiu,Nicole Chiu
Sarah Tsoi,Sarah Tsoi
Melody Chu,Melody Chu
Per la gloria d'adorarvi (For the glory of adoring you),Per la gloria d'adorarvi (For the glory of adoring you)
Caccini,Caccini
Jeannette Lee,李欣霖
Shelly Ng,吳宇晴
Hagen Quartet,哈根四重奏
Clarinet Quintet in A,A大調單簧管五重奏，K五八一
Jörg Widmann,韋特文
Giacomo Puccini,浦契尼
Tosca,托斯卡
Gianluca Martinenghi,馬田倫基
Enrico Castiglione,卡斯蒂列尼
Sonia Cammarata,金瑪華特
Roberto Moretti,莫拉堤
He Hui(7 9 & 11 Oct),和慧(7 9 & 11 Oct)
Svetla Vassileva(8 & 10 Oct),華斯莉娃(8 & 10 Oct)
Wei Song(7 8 &11 Oct),魏松(7 8 &11 Oct)
Dai Yuqiang(7 9 & 11 Oct),戴玉強(7 9 & 11 Oct)
Warren Mok(7 10 & 11 Oct),莫華倫(7 10 & 11 Oct)
Sebastian Catana(7 9 & 11 Oct),卡特納(7 9 & 11 Oct)
Davide Damiani(8 & 10 Oct),達米亞尼(8 & 10 Oct)
Freddie Tong(7 9 10 & 11 Oct),唐景端(7 9 10 & 11 Oct)
Zhou Jian Kun(8 Oct),周建坤(8 Oct)
Sammy Chien(7 9 10 & 11 Oct),錢深銘(7 9 10 & 11 Oct)
Yao Zhong Yi(8 Oct),姚中譯(8 Oct)
Lam Kwok Ho,林國浩
Charles Tsang,曾廣釗
G. Verdi,G. Verdi
Amy Chan,陳寄魂
Si,Si
Alex Chau,周淦淘
P. Mascagni,P. Mascagni
南泥灣,南泥灣
鄭漢成，陳遠，吳晉,鄭漢成，陳遠，吳晉
張敬安,張敬安
歐陽謙叔,歐陽謙叔
蔡崇力,蔡崇力
洪湖水浪打浪,洪湖水浪打浪
呂其明,呂其明
Lee Chun-chow,龔志成音樂工作室
Kung Chi-shing,
趙朗天,趙朗天
Finlandia (Original version Finland Awake),芬蘭頌 (首演版本 芬蘭覺醒)
Ricky Yeung Wai Kit,楊偉傑
Kwan Nai-Chung,關迺忠
Jacqueline Li Hau Ling,李巧靈
The Butterfly Dream,蝴蝶夢
Peter I. Tchaikovsky,柴可夫斯基
Po-Yi Tang,Po-Yi Tang
Vincent Ip,Vincent Ip
Synthia Ko,Synthia Ko
Chris Cheung,Chris Cheung
Albert Lau,劉永康
Pavel Steid,Pavel Steid
Hymn from the Infinite Sky,Hymn from the Infinite Sky
Peco Chui,徐偉賢
Alleluia! Laudamus Te,Alleluia! Laudamus Te
Écossaise,Écossaise
WoO 86 (arr. Nelson),WoO 86 (arr. Nelson)
潘雲舫,潘雲舫
曾健文,曾健文
朱嘉明,朱嘉明
韓志成,韓志成
輕笑,輕笑
韓丹,韓丹
吳海垠,吳海垠
黃河頌,黃河頌
Federico Colli,柯里
Italian Concerto - BWV 971 in F major,F大調意大利協奏曲，作品BWV 971
CouLisseMen,伸縮男
Chan Long-wu,Chan Long-wu
Wong Sin-I Nina,Wong Sin-I Nina
Hu Chun-ying Zoe,Hu Chun-ying Zoe
Cheng Lap-hang,Cheng Lap-hang
Girolamo Frescobaldi,弗雷斯科巴爾迪
Jinsang Lee,李振尚
W. A. Mozart,Mozart
K. 478,K. 478
Hélène Grimaud,葛莉茉
Wasserklavier,Wasserklavier
Liu Bing-chen,劉炳臣
Happy Occasion (Suona Solo),喜事 (嗩吶獨奏)
Send Me a Rose (Pipa Solo,送我一枝玫瑰花 (琵琶獨奏
Xinqiang Folk Song,新彊民歌
arr. Wang Fandi),王范地改編)
He Zesen^何澤森,何澤森
Huang He,黃河
Rhyme of the Chuanjiang River (Yangqin Solo),川江韵 (揚琴獨奏)
Yuen Ka-yi,楊家樑
Tse Yuen-yau,陳曉鋒
Yeung Ka-leung,黃薛潞
Erhu Solo,歌劇音樂
arr. Mĭn Hui-fen),閔惠芬改編)
Wong Sit-lo,譚詩蔚
Time Coloration (Pipa Solo),時之彩 (琵琶獨奏)
Wong Ka-lok,容寶汶
Li Ho-yin,
Yung Po-man,陳韻妍
Come Back to Me (Zhongruan Solo),回心轉意 (中阮獨奏)
Chan Wan-in,謝遠優
Zhou Wang^周望,周望
Wang Chen-yu,王忱宇
Chan Hiu-fung,區凱棋
The Western Capriccio (Guzheng Solo),西部主題暢想曲 (古箏獨奏)
Au Hoi-ki,譚詩蔚
Jian Guang-yi,簡廣易
Tam Sylvia,
Cheung Long-hin,
New Song of the Herdsman (Dizi Sol),牧民新歌 (笛子獨奏)^牧民新歌
